"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Doutor Ulysses";"Paraná";51;2009;4
"Doutor Ulysses";"Paraná";51;2009;6
"Doutor Ulysses";"Paraná";51;2009;19
"Doutor Ulysses";"Paraná";51;2009;0
"São Mateus";"Espírito Santo";52;2009;75
"Sapucaia";"Pará";53;2009;0
"Cerro Azul";"Paraná";54;2009;0
"Moreno";"Pernambuco";55;2009;40
"Ourilândia do Norte";"Pará";56;2009;16
"Pontal do Araguaia";"Mato Grosso";57;2009;23
"Bujari";"Acre";58;2009;3
"Rondon";"Paraná";59;2009;0
"Novo Repartimento";"Pará";60;2009;5
"Pacajá";"Pará";60;2009;0
"Jaguariaíva";"Paraná";61;2009;0
"São João do Triunfo";"Paraná";62;2009;4
"Bujari";"Acre";63;2009;1
"Novo Repartimento";"Pará";64;2009;2
"Pacajá";"Pará";64;2009;4
"Campo Grande";"Mato Grosso do Sul";65;2009;8
"Vilhena";"Rondônia";66;2009;1
"Vilhena";"Rondônia";66;2009;0
"Campos dos Goytacazes";"Rio de Janeiro";67;2009;280
"Colméia";"Tocantins";68;2009;8
"Campos dos Goytacazes";"Rio de Janeiro";69;2009;81
"Campos dos Goytacazes";"Rio de Janeiro";69;2009;0
"Goianésia do Pará";"Pará";70;2009;9
"Paracatu";"Minas Gerais";71;2009;170
"São Domingos";"Santa Catarina";72;2009;0
"Araguaçu";"Tocantins";73;2009;28
"Figueirópolis";"Tocantins";73;2009;0
"São Félix do Xingu";"Pará";74;2009;8
"Mairipotaba";"Goiás";75;2009;0
"Pocrane";"Minas Gerais";76;2009;1
"Bonito";"Pará";77;2009;0
"Nova Canaã do Norte";"Mato Grosso";78;2009;11
"Açailândia";"Maranhão";79;2009;0
"Alto Alegre do Pindaré";"Maranhão";79;2009;8
"Cruz Machado";"Paraná";80;2009;0
"General Carneiro";"Paraná";80;2009;36
"General Carneiro";"Paraná";80;2009;0
"Paranaíta";"Mato Grosso";81;2009;10
"Rosário Oeste";"Mato Grosso";81;2009;10
"Nova Monte Verde";"Mato Grosso";81;2009;4
"Mostardas";"Rio Grande do Sul";82;2009;3
"Mostardas";"Rio Grande do Sul";82;2009;6
"São José do Norte";"Rio Grande do Sul";82;2009;5
"Tomé-Açu";"Pará";83;2009;0
"Placas";"Pará";84;2009;5
"Marabá";"Pará";85;2009;5
"Marabá";"Pará";85;2009;18
"Marabá";"Pará";85;2009;0
"Santa Luzia";"Maranhão";86;2009;27
"Conceição da Barra";"Espírito Santo";87;2009;0
"Viseu";"Pará";88;2009;0
"Jaborandi";"Bahia";89;2009;8
"Abel Figueiredo";"Pará";90;2009;3
"Abel Figueiredo";"Pará";90;2009;12
"Itupiranga";"Pará";90;2009;29
"Goianésia do Pará";"Pará";91;2009;18
"Moju";"Pará";91;2009;7
"Joviânia";"Goiás";92;2009;15
"São Gotardo";"Minas Gerais";93;2009;14
"Placas";"Pará";94;2009;0
"Uruará";"Pará";94;2009;0
"Brasnorte";"Mato Grosso";95;2009;2
"Eldorado dos Carajás";"Pará";96;2009;11
"São Félix do Xingu";"Pará";96;2009;0
"Tucumã";"Pará";96;2009;4
"Bituruna";"Paraná";97;2009;11
"Bituruna";"Paraná";97;2009;14
"Bituruna";"Paraná";97;2009;0
"Caçu";"Goiás";98;2009;96
"Rio Branco";"Acre";99;2009;1
"Sebastião Laranjeiras";"Bahia";100;2009;70
"Inhumas";"Goiás";101;2009;0
"Calmon";"Santa Catarina";102;2009;7
"Calmon";"Santa Catarina";102;2009;25
"Breu Branco";"Pará";103;2009;0
"Goianésia do Pará";"Pará";103;2009;0
"Tailândia";"Pará";103;2009;0
"Minaçu";"Goiás";104;2009;38
"Montividiu do Norte";"Goiás";104;2009;0
"Trombas";"Goiás";104;2009;0
"Sapezal";"Mato Grosso";105;2009;78
"Rondon do Pará";"Pará";106;2009;7
"Rondon do Pará";"Pará";106;2009;0
"Bom Jardim";"Maranhão";106;2009;2
"Carutapera";"Maranhão";106;2009;1
"Confresa";"Mato Grosso";107;2009;55
"Confresa";"Mato Grosso";107;2009;0
"Porto Alegre do Norte";"Mato Grosso";107;2009;0
"Parauapebas";"Pará";108;2009;0
"São Desidério";"Bahia";109;2009;14
"Cláudio";"Minas Gerais";110;2009;80
"Itapecuru Mirim";"Maranhão";111;2009;0
"Porto Esperidião";"Mato Grosso";112;2009;11
"Vila Boa";"Goiás";113;2009;0
"Nova Ubiratã";"Mato Grosso";114;2009;4
"Capinzal do Norte";"Maranhão";115;2009;29
"Vila Rica";"Mato Grosso";116;2009;4
"Clevelândia";"Paraná";117;2009;24
"General Carneiro";"Paraná";117;2009;12
"General Carneiro";"Paraná";117;2009;0
"São Gonçalo do Amarante";"Ceará";118;2009;20
"Altamira";"Pará";119;2009;0
"Trairão";"Pará";119;2009;6
"Bom Jesus do Araguaia";"Mato Grosso";120;2009;7
"Nova Mutum";"Mato Grosso";121;2009;2
"Campos dos Goytacazes";"Rio de Janeiro";122;2009;38
"Garça";"São Paulo";123;2009;21
"Garça";"São Paulo";123;2009;0
"Vera Cruz";"São Paulo";123;2009;0
"Bituruna";"Paraná";124;2009;11
"Coronel Domingos Soares";"Paraná";124;2009;9
"Cerro Azul";"Paraná";125;2009;40
"Formosa do Rio Preto";"Bahia";126;2009;5
"Formosa do Rio Preto";"Bahia";126;2009;0
"São Desidério";"Bahia";126;2009;0
"Chapadinha";"Maranhão";127;2009;0
"Itapecuru Mirim";"Maranhão";127;2009;0
"Campos dos Goytacazes";"Rio de Janeiro";128;2009;122
"Porto Velho";"Rondônia";129;2009;5
"Nova Monte Verde";"Mato Grosso";130;2009;17
"Nova Lacerda";"Mato Grosso";131;2009;3
"Anapu";"Pará";132;2009;7
"Anapu";"Pará";132;2009;0
"Cantá";"Roraima";133;2009;26
"Vila Propício";"Goiás";134;2009;4
"Vila Propício";"Goiás";134;2009;7
"Vila Propício";"Goiás";134;2009;9
"Jaguariaíva";"Paraná";135;2009;0
"Sengés";"Paraná";135;2009;0
"Vila Velha";"Espírito Santo";136;2009;18
"Vianópolis";"Goiás";137;2009;23
"Capitão Poço";"Pará";138;2009;6
"Capitão Poço";"Pará";138;2009;0
"Tomé-Açu";"Pará";138;2009;5
"São Geraldo do Araguaia";"Pará";139;2009;1
"Palmeiras do Tocantins";"Tocantins";139;2009;20
"Escada";"Pernambuco";140;2009;50
"São Félix do Xingu";"Pará";141;2009;4
"Xinguara";"Pará";141;2009;0
"Corrente";"Piauí";142;2009;11
"Curvelo";"Minas Gerais";143;2009;46
"Trombas";"Goiás";144;2009;0
"Corumbá de Goiás";"Goiás";145;2009;0
"Xapuri";"Acre";146;2009;4
"Patrocínio";"Minas Gerais";147;2009;11
"Itumbiara";"Goiás";148;2009;0
"Maurilândia";"Goiás";148;2009;0
"Turvelândia";"Goiás";148;2009;0
"Imbuia";"Santa Catarina";149;2009;28
"Barra da Estiva";"Bahia";150;2009;0
"Ituaçu";"Bahia";150;2009;0
"Governador Archer";"Maranhão";151;2009;7
"Peritoró";"Maranhão";151;2009;24
"Ji-Paraná";"Rondônia";152;2009;53
"Lagoa da Prata";"Minas Gerais";153;2009;0
"Buritis";"Rondônia";154;2009;0
"Porto Velho";"Rondônia";155;2009;15
"São Félix do Xingu";"Pará";156;2009;0
"Bananal";"São Paulo";157;2009;1
"Bananal";"São Paulo";157;2009;0
"Contagem";"Minas Gerais";158;2009;6
"Natividade";"Tocantins";1;2010;26
"Monte Alegre de Goiás";"Goiás";1;2010;3
"Monte Alegre de Goiás";"Goiás";1;2010;5
"Marabá";"Pará";2;2010;2
"Santa Maria das Barreiras";"Pará";3;2010;28
"Araguari";"Minas Gerais";4;2010;13
"Conceição do Araguaia";"Pará";5;2010;4
"Curionópolis";"Pará";5;2010;0
"Guaratuba";"Paraná";6;2010;0
"Porto Acre";"Acre";7;2010;8
"Porto Velho";"Rondônia";8;2010;8
"Bom Jesus";"Rio Grande do Sul";9;2010;24
"Altamira";"Pará";10;2010;7
"São Félix do Xingu";"Pará";10;2010;6
"Araguacema";"Tocantins";10;2010;6
"Rondon do Pará";"Pará";11;2010;61
"Rondon do Pará";"Pará";11;2010;0
"Apiacás";"Mato Grosso";12;2010;0
"Tabaporã";"Mato Grosso";12;2010;0
"São Félix do Xingu";"Pará";13;2010;0
"Vila Rica";"Mato Grosso";13;2010;5
"Aragarças";"Goiás";14;2010;143
"Itupiranga";"Pará";15;2010;1
"Aporé";"Goiás";16;2010;0
"Campina Grande do Sul";"Paraná";17;2010;0
"Itaperuçu";"Paraná";17;2010;0
"Rio Branco do Sul";"Paraná";17;2010;0
"Tijucas do Sul";"Paraná";17;2010;0
"Britânia";"Goiás";18;2010;5
"Britânia";"Goiás";18;2010;8
"Britânia";"Goiás";18;2010;10
"Britânia";"Goiás";18;2010;13
"Britânia";"Goiás";18;2010;17
"Britânia";"Goiás";18;2010;29
"Cumaru do Norte";"Pará";19;2010;8
"São Félix do Xingu";"Pará";19;2010;2
"São Félix do Xingu";"Pará";19;2010;5
"Cosmorama";"São Paulo";20;2010;0
"São Joaquim";"Santa Catarina";21;2010;154
"Luís Eduardo Magalhães";"Bahia";22;2010;44
"Luís Eduardo Magalhães";"Bahia";23;2010;0
"São Desidério";"Bahia";23;2010;0
"Dom Eliseu";"Pará";24;2010;2
"Dom Eliseu";"Pará";24;2010;0
"Apiacás";"Mato Grosso";25;2010;6
"Apiacás";"Mato Grosso";25;2010;0
"Juara";"Mato Grosso";26;2010;7
"Juara";"Mato Grosso";26;2010;0
"Abel Figueiredo";"Pará";27;2010;7
"Abel Figueiredo";"Pará";27;2010;0
"São Domingos do Araguaia";"Pará";27;2010;15
"São João do Araguaia";"Pará";27;2010;0
"Itaguatins";"Tocantins";28;2010;0
"São Miguel do Tocantins";"Tocantins";28;2010;0
"Santa Luzia";"Maranhão";28;2010;10
"Correia Pinto";"Santa Catarina";29;2010;5
"Ananás";"Tocantins";30;2010;0
"Muricilândia";"Tocantins";30;2010;0
"Colméia";"Tocantins";30;2010;20
"Água Azul do Norte";"Pará";31;2010;32
"São Félix do Xingu";"Pará";31;2010;8
"Brasil Novo";"Pará";32;2010;0
"Medicilândia";"Pará";32;2010;42
"Medicilândia";"Pará";32;2010;0
"São Félix do Xingu";"Pará";33;2010;1
"São Félix do Xingu";"Pará";33;2010;2
"São Félix do Xingu";"Pará";33;2010;3
"São Félix do Xingu";"Pará";33;2010;4
"Indiavaí";"Mato Grosso";34;2010;0
"Pontes e Lacerda";"Mato Grosso";34;2010;0
"Paracatu";"Minas Gerais";35;2010;5
"Porto Velho";"Rondônia";36;2010;4
"Lábrea";"Amazonas";36;2010;9
"Lábrea";"Amazonas";36;2010;0
"Nova Bandeirantes";"Mato Grosso";37;2010;5
"Nova Canaã do Norte";"Mato Grosso";37;2010;0
"Nova Mutum";"Mato Grosso";37;2010;0
"Canoinhas";"Santa Catarina";38;2010;5
"Canoinhas";"Santa Catarina";38;2010;0
"Nova Bandeirantes";"Mato Grosso";39;2010;4
"Nova Bandeirantes";"Mato Grosso";39;2010;7
"Nova Monte Verde";"Mato Grosso";39;2010;0
"Governador Archer";"Maranhão";40;2010;5
"Arvoredo";"Santa Catarina";41;2010;40
"Porto Velho";"Rondônia";42;2010;11
"Barreiras";"Bahia";43;2010;40
"Baixa Grande do Ribeiro";"Piauí";44;2010;6
"Baixa Grande do Ribeiro";"Piauí";45;2010;0
"Irineópolis";"Santa Catarina";46;2010;12
"Paragominas";"Pará";47;2010;0
"Jaguaré";"Espírito Santo";48;2010;19
"Jaguaré";"Espírito Santo";48;2010;20
"Caçador";"Santa Catarina";49;2010;0
"Calmon";"Santa Catarina";49;2010;12
"Irineópolis";"Santa Catarina";49;2010;0
"Jaguaré";"Espírito Santo";50;2010;38
"Marechal Floriano";"Espírito Santo";51;2010;15
"Abel Figueiredo";"Pará";52;2010;11
"Brejo Grande do Araguaia";"Pará";52;2010;14
"São Félix do Xingu";"Pará";52;2010;15
"Abel Figueiredo";"Pará";53;2010;6
"Açailândia";"Maranhão";53;2010;4
"Joviânia";"Goiás";54;2010;99
"João Pinheiro";"Minas Gerais";55;2010;7
"Eldorado dos Carajás";"Pará";56;2010;2
"Goianésia do Pará";"Pará";56;2010;8
"Parauapebas";"Pará";56;2010;9
"Palmas";"Paraná";57;2010;28
"Palmas";"Paraná";57;2010;36
"União da Vitória";"Paraná";57;2010;6
"Água Azul do Norte";"Pará";58;2010;15
"Água Azul do Norte";"Pará";58;2010;0
"Ourilândia do Norte";"Pará";58;2010;0
"São Félix do Xingu";"Pará";58;2010;2
"Goianésia do Pará";"Pará";59;2010;0
"Tailândia";"Pará";59;2010;6
"Tailândia";"Pará";59;2010;0
"Tomé-Açu";"Pará";59;2010;0
"Mineiros";"Goiás";60;2010;1
"Mineiros";"Goiás";60;2010;2
"Ipameri";"Goiás";61;2010;8
"Ariquemes";"Rondônia";62;2010;1
"Alta Floresta";"Mato Grosso";63;2010;0
"Nova Canaã do Norte";"Mato Grosso";63;2010;8
"Paranaíta";"Mato Grosso";63;2010;6
"São Domingos do Capim";"Pará";64;2010;0
"Rondolândia";"Mato Grosso";65;2010;12
"Barra do Choça";"Bahia";66;2010;17
"Estiva";"Minas Gerais";67;2010;22
"Estiva";"Minas Gerais";67;2010;24
"Porto Velho";"Rondônia";68;2010;17
"Porto Velho";"Rondônia";68;2010;0
"Bom Jardim";"Maranhão";69;2010;21
"Bom Jardim";"Maranhão";69;2010;47
